sequencial;latitude;longitude;uf;cnl;facilidade;id_facilidade;provedor;id_provedor;entrega;abordado;custo_de_acesso_proprio;instalacao_terceiros;mensalidade_terceiros;tipo_terceiros;id_da_sev;prazo;bb_ip;hp_bsod;codigo_spe;sinalizacao_sip;protocolo_gaia;obs;justificativa;ID Justificativa;status;tecnologia
8710069;-9,52436825;-48,590202;TO;MRR;TERCEIROS ETH;26;GENERICO - ACESSO;1825;PMJ SO;NAO;;800;489,99;3;1635581;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8710081;-22,8979739;-43,206565;RJ;RJO;TERCEIROS ETH;26;VTAL - RJ;460;RJO AM;NAO;;8501,152813;721,8365173;3;1635589;;111471;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8710083;-9,52436825;-48,590202;TO;MRR;TERCEIROS ETH;26;GENERICO - ACESSO;1825;PMJ SO;NAO;;800;489,99;3;1635591;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8710087;-22,773041;-43,2851602;RJ;DQX;TERCEIROS ETH;26;VTAL - RJ;460;RJO AM;NAO;;9913,716982;571,1064926;3;1635594;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8710090;-22,8223981;-43,042646;RJ;SGO;TERCEIROS ETH;26;GENERICO - ACESSO;1825;RJO AM;NAO;;2100;1927,35;3;1635597;;111472;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8710098;-22,9339147;-43,3527384;RJ;RJO;TERCEIROS ETH;26;VTAL - RJ;460;RJO AM;NAO;;8501,152813;2523,6401;3;1635604;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8710103;-22,7532979;-43,4764006;RJ;NIU;TERCEIROS ETH;26;VTAL - RJ;460;RJO AM;NAO;;9913,716982;4540,55145;3;1635609;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8710112;-22,9212022;-43,6801556;RJ;RJO;TERCEIROS ETH;26;VTAL - RJ;460;RJO AM;NAO;;8501,152813;2523,6401;3;1635617;;111473;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8710291;-17,8401105;-40,3470962;MG;NNE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;BHE ES;NAO;;1150;698,04;3;1635754;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8710334;-20,0427082;-44,13667;MG;SRZE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;BHE ES;NAO;;1150;599,7;3;1635758;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8710351;-10,51602;-39,00682;BA;ECN;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SDR RC;NAO;;800;546,48;3;1635760;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8710378;-18,23921;-43,623505;MG;DMT;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;268,1500759;3;1635763;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8710463;-22,297131;-44,937659;MG;ITD;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;395,4203354;3;1635839;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8711628;-20,7436624;-46,7505681;MG;IMS;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;252,0241508;3;1636968;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8727575;-16,7215687;-52,316257;GO;DVE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;GNA RD;NAO;;800;709,74;3;1652464;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8727587;-25,4318298;-49,3154411;PR;CTA;FO EDD ETH;7;CLARO BRASIL;8;CTA MR;NAO;12042;;;;1652467;;111474;;;;0;FECHAMENTO NFV FASE 1/NECESSARIO CONSTRUCAO DE APROXIMADAMENTE 700.0 METROS;;;1;FO EDD FIXA
8727609;-10,5083593;-39,0160882;BA;ECN;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SDR RC;NAO;;800;546,48;3;1652488;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
